url,img,discription
https://www.daraz.pk/products/66-100-4-64-332-13-i1958245084.html,./Daraz.pk_files/See7a045a0c1f4913b00b10ed8c31d8965.jpg_200x200q80.avif,Vivo Y66 | 100% Inspected Fresh Stock | 4GB RAM 64GB ROM(3/32 for user) | 13MP Camera | Dual Sim Approved | With Box & Charger | Premium Quality | Vivo Mobile Phone | Globally Customized
https://www.daraz.pk/products/3-12256gb-pta-cmf-2-i941770284.html,./Daraz.pk_files/46b03338043386193d74b5f80eeb14e2.jpg_200x200q80.avif,Nothing Phone 3A 12/256GB - PTA Approved- Free CMF Buds 2 Nothing Phone
https://www.daraz.pk/products/8-12gb-will-128gb-will-5050-mah-oled-i480464080.html,./Daraz.pk_files/Sc34f8b91c30349eeae37ea0ecb021a4b8.jpg_200x200q80.avif,Google Pixel 8 Pro | 12GB RAM | 256GB & 128GB storage | dual sim approved | 5050 mAh battery | OLED display | 2023 model new phone without box | Al-Aswad Tech
https://www.daraz.pk/products/cmf-2-8128gb-pta-i941769187.html,./Daraz.pk_files/9361991e4ab8e87065f70e9b6c12cd5a.jpg_200x200q80.avif,Nothing Phone CMF Phone 2 Pro 8/128GB - PTA Approved - Nothing Phone
https://www.daraz.pk/products/vivo-y19s-6-128-90hz-5500mah-14-i1959732648.html,./Daraz.pk_files/S56264ff1ea5f413abe0d311c259554fci.jpg_200x200q80.avif,Vivo Y19s | 6GB+128GB | 90Hz Screen | 5500mAh Long Battery | Android 14 | PTA Approved
https://www.daraz.pk/products/66-4-64-3000-i1950750341.html,./Daraz.pk_files/S386696c696d343c3a0941b2389a8b361V.jpg_200x200q80.avif,"Vivo Y66 | Dual Sim | PTA Approve | 4GB Ram 64GB Storage | Long Lasting 3000 MAH Battery | Memory Card Suppirt | Vivo Box , Charger Sim Injector Tool & Phone | Vivo Mobile | Mobile Phone On Easy Installment | Whatsapp , Youtube Facebook & Tiktok Working"
https://www.daraz.pk/products/3a-8gb256gb-pta-i941777349.html,./Daraz.pk_files/58e662c788006722e460c8fcb5af5011.png_200x200q80.avif,Nothing Phone 3A Lite 8GB/256GB - PTA Approved - Nothing Phone
https://www.daraz.pk/products/3a-12256gb-pta-cmf-i941763638.html,./Daraz.pk_files/cf0072da65b80e5a92ff48b822aa6884.jpg_200x200q80.avif,Nothing Phone 3A Pro 12/256GB - PTA Approved - Free CMF Watch Pro - Nothing Phone
https://www.daraz.pk/products/z-3-12gb-256-gb-i358494895.html,./Daraz.pk_files/0516822a77d2804445ced6303433b1ee.jpg_200x200q80.avif,Samsung Galaxy Z Fold 3 12GB RAM 256 GB ROM || FOLDABLE MOBILE PHONE || ONE YEAR BRAND WARRANTY
https://www.daraz.pk/products/20-8-128-5000-18-651-13mp-ai-i1958268472.html,./Daraz.pk_files/S46ab56292081412bb78dfda3ebbb34e22.jpg_200x200q80.avif,"Vivo Y20s | 8GB Ram 128GB Storage | 5000 MAH Battery + 18w Fast Charging | PTA Approve | Side FingerPrint | 6.51"" HD+ Halo Big Display | 13MP AI Triple Camera | Phone, Box, Charger | Mobile Phone On Installment"
https://www.daraz.pk/products/2a-12256gb-pta-1-i941761533.html,./Daraz.pk_files/6efc44ff6e8310d92b41984ca379d9cb.jpg_200x200q80.avif,Nothing Phone 2A 12/256GB - PTA Approved - 1 Year Warranty - Nothing Phone
https://www.daraz.pk/products/6-6gb-wrin-6-mah-i604224782.html,./Daraz.pk_files/Sb4af6d8f23db45b687bc433be7e4c248T.jpg_200x200q80.avif,Google Pixel 6a | 6GB ram | 128GB storage | dual sim approved | 4410mAh battery | original phone without box
https://www.daraz.pk/products/infinix-note-60-pro-8gb-256gb-1-i1950388091.html,./Daraz.pk_files/S69b3088325d54424b79ec4c826ad7840x.jpg_200x200q80.avif,Infinix Note 60 Pro - 8Gb Ram / 256Gb Storage -With Wireless MagSafe PowerBank - Official PTA Approved With 1 Year Official Brand Warranty
https://www.daraz.pk/products/cmf-2a-12-gb-256-gb-32-mp-50-mp-50-mp-i930351680.html,./Daraz.pk_files/da9ede43cb561b625eff15126b0d7dfb.jpg_200x200q80.avif,Nothing Phone 2A With CMF Buds RAM 12 GB ROM 256 GB Front Camera 32 MP Back Camera 50 MP+50 MP Battery 5000 mAh One Year Brand Warranty
https://www.daraz.pk/products/3a-12-gb-256-32-mp-50mp-8mp-50mp-1-mah-i930405019.html,./Daraz.pk_files/1022b55a00ead8b4a0d7c391ca45183a.jpg_200x200q80.avif,Nothing Phone 3A RAM 12 GB ROM 256 Front Camera 32 MP Back Camera 50MP+8MP+50MP Battery 5000mAH One Year Brand Warranty
https://www.daraz.pk/products/y19s-ips-lcd-8-1gb-1gb-674-gb-256gb-pta-i1957742597.html,./Daraz.pk_files/30f2c913b7722b443031e3031d7eff9a.png_200x200q80.avif,Vivo Y19s - 6.74 Inches IPS LCD Display - 8+1GB RAM - 256GB Storage (128GB Usable + 128GB System Reserved) - Official PTA Approved - Fingerprint Sensor - (Phone and Universal Box. No Charger and No Accessories Included - Mix Color)
https://www.daraz.pk/products/honor-x9d-5g-12gb-ram-256gb-rom-108mp-8300-mah-i1947490551.html,./Daraz.pk_files/71e6f0f655f61380d82ed468971ff9ed.jpg_200x200q80.avif,"Honor X9D (5G) 12GB RAM 256GB ROM, 108MP Main Camera, 8300 mAh Battery with One Year Brand Warranty"
https://www.daraz.pk/products/vivo-y17-pta-approved-original-mobile-phone-8gb-ram-256gb-rom-5000mah-battery-dual-sim-fingerprint-android-smartphone-global-variant-like-new-box-charger-handsfree-included-installment-available-best-budget-phone-in-pakistan-i1958256534.html,./Daraz.pk_files/S9ca366e5dff74ff58cd31db8b52bf837U.jpg_200x200q80.avif,Vivo Y17 PTA Approved Original Mobile Phone | 8GB RAM 256GB ROM | 5000mAh Battery | Dual SIM | Fingerprint | Android Smartphone | Global Variant | Like New | Box Charger Handsfree Included | Installment Available | Best Budget Phone in Pakistan
